,text,label
356,On the way down a ski slope which was difficult and steep.,fear
357,When my mother interfered in my life.,anger
358,"When I was left alone one week-end without being prepared for á
it.",sadness
359,"The first time that I saw a surgeon cut off a leg and put it in a á
black rubbish bag.",disgust
360,When I forgot about a meeting at work.,shame
361,When I demand too much from my friends.,guilt
362,"When my husband suddenly came to see me at my new job and á
brought some flowers and cake with him.",joy
363,When I was nearly attackad by a man who had been chasing me.,fear
364,"When my father asked me if I was a communist	 at the same time he á
made it clear that I should no longer see myself as his daughter.",anger
365,"When I applied for a job which I thought I had a good chance of á
getting	 I was not even granted an interview and did not get the á
job.",sadness
366,T.V features showing the violation of defenceless people.,disgust
367,"When I as a child of 9 or 10 I was playing doctor with the á
neighbours boys their mother caught us.",shame
368,"When my husband talked about the restrictions he will have to á
accept in his life to make our marriage work.  I felt that it was á
directed at me as it was me who had demanded the changes.  We á
were with a marriage counsellor then.",guilt
369,"When we were able to afford a new sofa - a leather one which cost á
SEK 20000.  I had waited for it for 2-3 years.",joy
370,Vertigo - standing on a ladder and painting the house.,fear
371,"When my boss enrolled in a course to satisfy his own ends - to á
trample on his associates.  I have the misfortune to have one of á
my superiors in my course.",anger
372,"When I argue with my mother about the way she treats her two á
children differently.",sadness
373,Spit and vomit.,disgust
374,Spots on the seat covers of my husband's car.,shame
375,"Not speaking to my sister-in-law due to lack of interest in a á
relationship on my side.",guilt
376,"When I recently managed to get my first consulting assignment á
""myself"" i.e on my own initiative.",joy
377,"I was within a hair's breadth of knocking down a drunkard who á
suddenly ran into the street.  The fear came later when I     á
realized what could have happened.",fear
378,"When my friend	 as usual	 forgot the tickets at home for a á
performance.  We missed it.",anger
379,"The elections of 1982 and 1985.  The thought of what a social á
democrat and communist majority could achieve	 especially ""worker á
share"" funds and its extension.",sadness
380,"A study visit to a chicken factory : the butchery	 the smell	 á
the environment and the noise.",disgust
381,Confession to my parents about my involvement in a moped theft.,shame
382,"[ No answer as I see very little difference between shame and á
guilt.  Therefore see answer for ""shame"".]",guilt
383,"When I was appointed to position of trust in a group set up to á
change the working environment.",joy
384,"I was alone in a cottage I often stay in.  I was woken up by a á
rustling sound in the middle of the night.",fear
385,"When I tried to explain to a plumber	 face to face	 that the á
toilet was broken and he did not believe it (it had been mended á
ten times).",anger
386,"When the result of a project work was treated nonchalantly á
intead of being criticized by the teacher.",sadness
387,When programmes on violence or pornography are shown on T.V.,disgust
388,"When I talked maliciously about a colleague at work to someone á
else.  Immediately afterwards I felt ashamed.",shame
389,"When I decided to take a week s holiday without consulting the á
family first.",guilt
390,"After my girl and I talked things over our relationship changed á
and became positive.  A diificult time turned into pleasant one.",joy
391,"When we could not land our plane and we knew that the fuel was á
running out.  Bad weather had already frightened us.",fear
392,"When I read about Reagan's tactical decision concerning the á
South African boycott.",anger
393,"When my half brother became seriously ill with cancer and died á
later.",sadness
394,"A film were a woman was attacked and raped.  One did not see the á
worst but it had the desired effect - very strong.",disgust
395,"I made a comment and it was interpreted completely differently á
from what I had meant.  When I said it I realized how my mother á
had understood it.",shame
396,"I had promised to visit my girlfriend but for different reasons á
could not make it.  I rang up later to tell her that I could not á
come.",guilt
397,"When I was offered a high position of trust	 which I later á
accepted.",joy
398,"I had the window open and the door was shut so that the kitten á
would not go out.  My partner came in and started talking about á
something and I forgot about the window and suddenly I saw the á
kitten hanging from the window frame. I was rigid with fright á
till I got hold of her.",fear
399,"Some noisy guests arrived at the hotel.  I had been slightly á
irritated earlier.  At night when I was trying to sleep they were á
having a party so I went and yelled at them.  I wanted to sleep á
as I had to get up early the next day.",anger
400,"When I was told that I had not been successful in getting the job I á
had been expecting.  I was sure that I was sufficiently á
qualified.",sadness
401,"When my cat vomited and a worm came out which was still alive.  I á
was forced to wipe it up.",disgust
